Hi,Hi.
We had a good time playing cards.,Tulikuwa na wakati mzuri wa kucheza kadi.
We had a good time playing chess.,Tulikuwa na wakati mzuri kucheza chess.
We have breakfast in the kitchen.,Tuna kiamsha kinywa jikoni.
We have little chance of winning.,Tunayo nafasi ndogo ya kushinda.
We have lived in Osaka six years.,Tumeishi Osaka miaka sita.
We must cancel our trip to Japan.,Lazima tughairi safari yetu kwenda Japan.
We must not speak in the library.,Hatupaswi kuongea kwenye maktaba.
We sat in the center of the room.,Tulikaa katikati ya chumba.
We sat in the center of the room.,Tulikaa katikati ya chumba.
We saw a funny movie last Sunday.,Tuliona sinema ya kuchekesha Jumapili iliyopita.
We should have been more careful.,Tunapaswa kuwa waangalifu zaidi.
We stayed there for three months.,Tulikaa hapo kwa miezi mitatu.
We stayed there for three months.,Tulikaa hapo kwa miezi mitatu.
We still have a lot of food left.,Bado tunayo chakula kingi.
We walked for about 6 kilometers.,Tulitembea kwa kilomita 6.
We went out in spite of the rain.,Tulitoka nje licha ya mvua.
We went to the movies last night.,Tulikwenda kwenye sinema jana usiku.
We're going to have a test today.,Tutakuwa na mtihani leo.
What are you going to do tonight?,Je! Utafanya nini usiku wa leo?
What do you do in your free time?,Je! Unafanya nini katika wakati wako wa bure?
What do you say to taking a rest?,Je! Unasema nini kupumzika?
What do you think of my new coat?,Je! Unafikiria nini juu ya kanzu yangu mpya?
What is the matter with your car?,Je! Kuna nini na gari lako?
What is your favorite TV program?,Je! Ni programu gani unayopenda ya Runinga?
What season do you like the best?,Je! Unapenda msimu gani bora?
What were you doing at that time?,Ulikuwa unafanya nini wakati huo?
What's everyone eating for lunch?,Je! Kila mtu anakula nini kwa chakula cha mchana?
When will his new novel come out?,Riwaya yake mpya itatoka lini?
"Whenever I see you, I feel happy.","Wakati wowote ninapokuona, ninahisi furaha."
Where are you going to eat lunch?,Je! Utakula chakula cha mchana wapi?
Where would you like to go first?,Ungependa kwenda wapi kwanza?
"Whether he comes or not, I'll go.","Ikiwa anakuja au la, nitaenda."
Who does this suitcase belong to?,Suti hii ni ya nani?
Who is the woman dressed in pink?,Je! Mwanamke huyo amevaa pink ni nani?
Why are Chinese tourists so rude?,Kwa nini watalii wa China ni wahuni?
Why do these things happen to me?,Kwa nini mambo haya yananitokea?
Will she go to America next year?,Je! Ataenda Amerika mwaka ujao?
Will we be in time for the train?,Je! Tutakuwa kwa wakati wa gari moshi?
Would you ever go skinny dipping?,Je! Ungewahi kwenda kuzamisha ngozi?
Would you like me to call a taxi?,Je! Ungependa niite teksi?
Would you mind shutting the door?,Je! Ungependa kufunga mlango?
Would you mind shutting the door?,Je! Ungependa kufunga mlango?
You are exaggerating the problem.,Unazidisha shida.
You are exaggerating the problem.,Unazidisha shida.
You are exaggerating the problem.,Unazidisha shida.
You can say whatever you want to.,Unaweza kusema chochote unachotaka.
You haven't finished your coffee.,Haujamaliza kahawa yako.
You should always keep your word.,Unapaswa kuweka neno lako kila wakati.
You should rewrite this sentence.,Unapaswa kuandika tena sentensi hii.
You should try to be more polite.,Unapaswa kujaribu kuwa na heshima zaidi.
You should've told Tom the truth.,Unapaswa kumwambia Tom ukweli.
"You're a philosopher, aren't you?","Wewe ni mwanafalsafa, sivyo?"
"You're a philosopher, aren't you?","Wewe ni mwanafalsafa, sivyo?"
You're in better shape than I am.,Uko katika sura nzuri kuliko mimi.
You're in better shape than I am.,Uko katika sura nzuri kuliko mimi.
"May I come in? ""Yes, certainly.""","Naweza kuingia? ""Ndio, hakika."""
"May I come in? ""Yes, certainly.""","Naweza kuingia? ""Ndio, hakika."""
All of my friends are out of town.,Rafiki zangu wote wako nje ya mji.
Complaining won't change anything.,Kulalamika hautabadilisha chochote.
Did you actually see the accident?,Je! Kweli umeona ajali?
Do I have to stay in the hospital?,Je! Lazima nibaki hospitalini?
Do I have to stay in the hospital?,Je! Lazima nibaki hospitalini?
Do you have your driver's license?,Je! Unayo leseni yako ya dereva?
Do you like to travel by yourself?,Je! Unapenda kusafiri peke yako?
Do you remember what she was like?,Je! Unakumbuka jinsi alivyo?
Do you want me to give you a hand?,Je! Unataka nikupe mkono?
Do you want me to give you a hand?,Je! Unataka nikupe mkono?
Do you want to go out for a drink?,Je! Unataka kwenda kunywa?
Does this come in any other color?,Je! Hii inakuja kwa rangi nyingine yoyote?
Don't worry. I'll take care of it.,Usijali. Nitaitunza.
Everything was better in the past.,Kila kitu kilikuwa bora zamani.
God created the world in six days.,Mungu aliumba ulimwengu katika siku sita.
Have you answered that letter yet?,Je! Umejibu barua hiyo bado?
Have you ever gone skinny dipping?,Je! Umewahi kwenda kuzamisha ngozi?
He asked me what I had been doing.,Akaniuliza nilikuwa nikifanya nini.
He dipped his spoon into the soup.,Akaingiza kijiko chake ndani ya supu.
He doesn't know a lot about Japan.,Hajui mengi juu ya Japan.
He finally decided to get married.,Mwishowe aliamua kuoa.
He measured the length of the bed.,Alipima urefu wa kitanda.
He pretended that he was a lawyer.,Alijifanya kuwa yeye ni wakili.
He seldom gives his wife presents.,Yeye mara chache humpa mke wake zawadi.
He started going bald quite young.,Alianza kwenda bald mchanga kabisa.
He stood on the edge of the cliff.,Alisimama kwenye makali ya mwamba.
Her answer couldn't be understood.,Jibu lake haliwezi kueleweka.
His leg was bitten by a crocodile.,Mguu wake uliumwa na mamba.
How much did the tickets cost you?,Tiketi zilikugharimu kiasi gani?
I am determined to be a scientist.,Nimeazimia kuwa mwanasayansi.
I am determined to be a scientist.,Nimeazimia kuwa mwanasayansi.
I can't bear the noise any longer.,Siwezi kubeba kelele tena.
I can't bear the noise any longer.,Siwezi kubeba kelele tena.
I convinced him that he was wrong.,Nilimshawishi kwamba alikuwa amekosea.
I dipped my finger into the honey.,Niliingiza kidole changu ndani ya asali.
I hope I can find a job in Boston.,Natumai naweza kupata kazi huko Boston.
I met an old man near the station.,Nilikutana na mzee karibu na kituo.
I might have left it on the table.,Labda ningeiacha kwenye meza.
I must adjust my watch. It's slow.,Lazima nirekebishe saa yangu. Ni polepole.
"I smell something burning, Mother.","Ninanuka kitu kinachowaka, mama."
"I smell something burning, Mother.","Ninanuka kitu kinachowaka, mama."
I thought you two knew each other.,Nilidhani nyinyi wawili mnajua kila mmoja.
I told them to stay in their room.,Niliwaambia wakae kwenye chumba chao.
I want a massage. I need to relax.,Nataka massage. Ninahitaji kupumzika.
I would like to hear your opinion.,Ningependa kusikia maoni yako.
I would like to see your products.,Ningependa kuona bidhaa zako.
I'm looking forward to seeing Tom.,Ninatarajia kumuona Tom.
I'm not as nice as you think I am.,Mimi sio mzuri kama unavyofikiria mimi.
I'm proud to have him as a friend.,Ninajivunia kuwa naye kama rafiki.
I've been a teacher for two years.,Nimekuwa mwalimu kwa miaka miwili.
I've been a teacher for two years.,Nimekuwa mwalimu kwa miaka miwili.
I've been a teacher for two years.,Nimekuwa mwalimu kwa miaka miwili.
Is that all you wanted to tell me?,Je! Hiyo ndio yote uliyotaka kuniambia?
Is there a cash machine near here?,Je! Kuna mashine ya pesa karibu hapa?
Is there a cash machine near here?,Je! Kuna mashine ya pesa karibu hapa?
Is this your first visit to Japan?,Je! Hii ni ziara yako ya kwanza kwenda Japan?
Is your school far from your home?,Je! Shule yako iko mbali na nyumba yako?
It is a lot of fun to drive a car.,Ni raha sana kuendesha gari.
It looks like we fell into a trap.,Inaonekana kama tulianguka katika mtego.
It's possible that she won't come.,Inawezekana kwamba hatakuja.
Keep your room as neat as you can.,Weka chumba chako vizuri kadri uwezavyo.
Kyoto is visited by many tourists.,Kyoto anatembelewa na watalii wengi.
Let me explain why I arrived late.,Acha nieleze kwa nini nilifika marehemu.
May I see the telephone directory?,Je! Ninaweza kuona saraka ya simu?
May I see the telephone directory?,Je! Ninaweza kuona saraka ya simu?
My father is retiring next spring.,Baba yangu anastaafu chemchemi ijayo.
My grandfather is in his nineties.,Babu yangu yuko katika miaka ya tisini.
No one I know wears a tie anymore.,Hakuna mtu ninayemjua amevaa tie tena.
Our band needs a distinctive logo.,Bendi yetu inahitaji nembo tofauti.
Pick up the pencil from the floor.,Chukua penseli kutoka sakafu.
Please don't run in the classroom.,Tafadhali usikimbilie darasani.
Please help me fill out this form.,Tafadhali nisaidie kujaza fomu hii.
Please help me fill out this form.,Tafadhali nisaidie kujaza fomu hii.
She always buys expensive clothes.,Yeye hununua nguo za gharama kubwa kila wakati.
She came to Tokyo when she was 18.,Alikuja Tokyo alipokuwa na umri wa miaka 18.
She must still be in her twenties.,Lazima awe katika miaka yake ya ishirini.
She promised not to be late again.,Aliahidi kutochelewa tena.
She put the magazine on the table.,Aliweka gazeti kwenye meza.
She put the magazine on the table.,Aliweka gazeti kwenye meza.
She wants to work at the hospital.,Yeye anataka kufanya kazi hospitalini.
She's anxious to know the results.,Ana wasiwasi kujua matokeo.
"Speech is silver, silence is gold.","Hotuba ni fedha, ukimya ni dhahabu."
Taking care of the baby is my job.,Kutunza mtoto ni kazi yangu.
That bus will take you to the zoo.,Basi hiyo itakupeleka kwenye zoo.
That wasn't what I wanted to hear.,Hiyo haikuwa kile nilitaka kusikia.
The decision hasn't yet been made.,Uamuzi bado haujafanywa.
The door will be painted tomorrow.,Mlango utapakwa rangi kesho.
The lake is deepest at this point.,Ziwa liko ndani kabisa wakati huu.
The sand on the beach is very hot.,Mchanga kwenye pwani ni moto sana.
The teacher went through my purse.,Mwalimu alipitia mkoba wangu.
The women of France are beautiful.,Wanawake wa Ufaransa ni nzuri.
There are twelve months in a year.,Kuna miezi kumi na mbili kwa mwaka.
There is a basket under the table.,Kuna kikapu chini ya meza.
There was a lot of snow last year.,Kulikuwa na theluji nyingi mwaka jana.
There were no roses in the garden.,Hakukuwa na maua katika bustani.
There were no roses in the garden.,Hakukuwa na maua katika bustani.
This book is adapted for children.,Kitabu hiki kinabadilishwa kwa watoto.
Tom came just in the nick of time.,Tom alikuja tu kwa wakati.
Tom got these tickets for nothing.,Tom alipata tikiti hizi bure.
Tom has a right to know the truth.,Tom ana haki ya kujua ukweli.
Tom has decided to sell his house.,Tom ameamua kuuza nyumba yake.
Tom hasn't yet told us about that.,Tom bado hajatuambia juu ya hilo.
Tom is going to come live with us.,Tom atakuja kuishi nasi.
Tom is one of our best detectives.,Tom ni mmoja wa wapelelezi wetu bora.
Tom is trying to get a green card.,Tom anajaribu kupata kadi ya kijani.
Tom refused to leave without Mary.,Tom alikataa kuondoka bila Mariamu.
Tom was the only one in the house.,Tom ndiye pekee ndani ya nyumba.
Tom will drive you to the airport.,Tom atakuendesha kwenye uwanja wa ndege.
Tom's next crime will be his last.,Uhalifu unaofuata wa Tom utakuwa wa mwisho.
Tourists have increased in number.,Watalii wameongezeka kwa idadi.
We have to do this again tomorrow.,Lazima tufanye hii tena kesho.
We usually have breakfast at 7:30.,Kawaida tunapata kiamsha kinywa saa 7:30.
What did you do yesterday evening?,Ulifanya nini jana jioni?
What do you think I've been doing?,Je! Unafikiri nimekuwa nikifanya nini?
What do you think I've been doing?,Je! Unafikiri nimekuwa nikifanya nini?
What kind of sandwich do you want?,Je! Unataka aina gani ya sandwich?
When did you have time to do that?,Je! Ulikuwa na wakati wa kufanya hivyo lini?
"When in Rome, do as the Romans do.","Unapokuwa Roma, fanya kama Warumi wanavyofanya."
Who's the boy swimming over there?,Je! Kijana anaogelea huko?
Why couldn't you sleep last night?,Kwa nini haungeweza kulala jana usiku?
Why does this always happen to me?,Kwa nini hii inanitokea kila wakati?
Why is it that you're always late?,Kwa nini ni kwamba umechelewa kila wakati?
Will you go to America next month?,Je! Utaenda Amerika mwezi ujao?
You are to blame for the accident.,Unapaswa kulaumiwa kwa ajali.
You have reached your destination.,Umefikia marudio yako.
You must learn from your mistakes.,Lazima ujifunze kutoka kwa makosa yako.
You should have refused his offer.,Unapaswa kuwa umekataa ofa yake.
You should have refused his offer.,Unapaswa kuwa umekataa ofa yake.
You should have warned him before.,Unapaswa kuwa umemwonya hapo awali.
Achilles was an ancient Greek hero.,Achilles alikuwa shujaa wa zamani wa Uigiriki.
Any student can solve this problem.,Mwanafunzi yeyote anaweza kutatua shida hii.
"At last, we arrived at the village.","Mwishowe, tulifika kijijini."
At least let me help set the table.,Angalau wacha nisaidie kuweka meza.
Bangkok is the capital of Thailand.,Bangkok ni mji mkuu wa Thailand.
"Bring me a cup of coffee, will you?","Niletee kikombe cha kahawa, je!"
"By the way, do you play the violin?","Kwa njia, je! Unacheza violin?"
Can you read that sign ahead of us?,Je! Unaweza kusoma ishara hiyo mbele yetu?
Could I have a glass of white wine?,Je! Ninaweza kuwa na glasi ya divai nyeupe?
Diamonds are a girl's best friends.,Almasi ni marafiki bora wa msichana.
Did you buy it on the black market?,Je! Ulinunua kwenye soko nyeusi?
Did you hear the news on the radio?,Je! Ulisikia habari kwenye redio?
Do you have these shoes in my size?,Je! Una viatu hivi kwa saizi yangu?
Don't worry. I'll take care of you.,Usijali. Nitakutunza.
Eleven students received the award.,Wanafunzi kumi na moja walipokea tuzo hiyo.
Everett spoke for almost two hours.,Everett alizungumza kwa karibu masaa mawili.
Good morning. It's time to wake up.,Habari za asubuhi. Ni wakati wa kuamka.
Hawaii is a popular tourist resort.,Hawaii ni mapumziko maarufu ya watalii.
He doesn't live in my neighborhood.,Yeye haishi katika kitongoji changu.
He doesn't live in my neighborhood.,Yeye haishi katika kitongoji changu.
He hurt his left foot when he fell.,Aliumiza mguu wake wa kushoto wakati alianguka.
He hurt his left hand with a knife.,Aliumiza mkono wake wa kushoto na kisu.
He kept his eyes fixed on her face.,Aliweka macho yake usoni mwake.
He made up his mind to be a doctor.,Aliamua kuwa daktari.
He paid no attention to my warning.,Hakujali onyo langu.
He was able to build a small house.,Aliweza kujenga nyumba ndogo.
